,model_name,fold,data_type,criterion,num_trees,run,f1_IAS,f1_SUA,f1_VA,f1_weighted,f1_macro,f1_micro,recall_IAS,recall_SUA,recall_VA,recall_weighted,recall_macro,recall_micro,precision_IAS,precision_SUA,precision_VA,precision_weighted,precision_macro,precision_micro,accuracy
0,Random Forest,2,MultiLabel,entropy,100,1,0.8213903743315508,0.42492917847025496,0.46153846153846156,0.6102141851965157,0.5692860047800892,0.6367081754195993,0.7231638418079096,0.27472527472527475,0.3115942028985507,0.4827586206896552,0.43649443981057834,0.4827586206896552,0.9504950495049505,0.9375,0.8896551724137931,0.9269028018607873,0.9258834073062477,0.9348171701112877,0.7355610561056105
0,Random Forest,3,MultiLabel,entropy,100,1,0.8150537634408602,0.3872832369942196,0.4088397790055249,0.5807502217310011,0.5370589264802016,0.6124244090159429,0.7150943396226415,0.24452554744525548,0.26811594202898553,0.4573070607553366,0.4092452763656275,0.4573070607553366,0.9475,0.9305555555555556,0.8604651162790697,0.9141049099850224,0.9128402239448752,0.9267886855241264,0.7194719471947195
0,Random Forest,4,MultiLabel,entropy,100,1,0.8224101479915433,0.3652173913043478,0.37593984962406013,0.5681799952002935,0.5211891296399838,0.605595172792101,0.7325800376647834,0.23076923076923078,0.24154589371980675,0.45320197044334976,0.4016317207179403,0.45320197044334976,0.9373493975903614,0.875,0.847457627118644,0.8928201869848937,0.8866023415696684,0.912396694214876,0.7194719471947195
0,Random Forest,0,MultiLabel,log_loss,200,0,0.8100987925356751,0.3333333333333333,0.40370370370370373,0.5648441438018659,0.515711943190904,0.5967651979921919,0.6962264150943396,0.20802919708029197,0.2639225181598063,0.4396055875102712,0.3893927101114793,0.4396055875102712,0.968503937007874,0.8382352941176471,0.8582677165354331,0.9017650978895173,0.888335649220318,0.9288194444444444,0.7120462046204621
0,Random Forest,1,MultiLabel,log_loss,200,0,0.810752688172043,0.39316239316239315,0.4044943820224719,0.5789145589033257,0.5361364877856359,0.6104683195592286,0.7099811676082862,0.2518248175182482,0.2608695652173913,0.45447087776866285,0.40755851678130856,0.45447087776866285,0.9448621553884712,0.8961038961038961,0.9,0.9186663429399063,0.9136553504974557,0.9295302013422819,0.7227722772277227
0,Random Forest,2,MultiLabel,log_loss,200,0,0.8217716115261473,0.42165242165242167,0.4444444444444444,0.603835662423231,0.5626228258743378,0.6325530756668482,0.7250470809792844,0.27106227106227104,0.2946859903381642,0.47701149425287354,0.4302651141265732,0.47701149425287354,0.9482758620689655,0.9487179487179487,0.9037037037037037,0.9332248079572694,0.9335658381635392,0.938610662358643,0.733085808580858
0,Random Forest,3,MultiLabel,log_loss,200,0,0.8230277185501066,0.4045584045584046,0.4175824175824176,0.5910778444660758,0.548389513563643,0.6223433242506812,0.7283018867924528,0.2591240875912409,0.2753623188405797,0.4688013136288998,0.4209294310747578,0.4688013136288998,0.946078431372549,0.922077922077922,0.8636363636363636,0.9126571213647422,0.9105975723622782,0.9254457050243112,0.7252475247524752
0,Random Forest,4,MultiLabel,log_loss,200,0,0.8186638388123012,0.38857142857142857,0.37988826815642457,0.5731233509245416,0.5290411785133847,0.6076502732240437,0.7269303201506592,0.2490842490842491,0.2463768115942029,0.45648604269293924,0.4074637936097037,0.45648604269293924,0.9368932038834952,0.8831168831168831,0.8292682926829268,0.8882580242395539,0.8830927932277683,0.9084967320261438,0.7194719471947195
0,Random Forest,0,MultiLabel,log_loss,200,1,0.8100987925356751,0.3333333333333333,0.40370370370370373,0.5648441438018659,0.515711943190904,0.5967651979921919,0.6962264150943396,0.20802919708029197,0.2639225181598063,0.4396055875102712,0.3893927101114793,0.4396055875102712,0.968503937007874,0.8382352941176471,0.8582677165354331,0.9017650978895173,0.888335649220318,0.9288194444444444,0.7120462046204621
0,Random Forest,1,MultiLabel,log_loss,200,1,0.810752688172043,0.39316239316239315,0.4044943820224719,0.5789145589033257,0.5361364877856359,0.6104683195592286,0.7099811676082862,0.2518248175182482,0.2608695652173913,0.45447087776866285,0.40755851678130856,0.45447087776866285,0.9448621553884712,0.8961038961038961,0.9,0.9186663429399063,0.9136553504974557,0.9295302013422819,0.7227722772277227
0,Random Forest,2,MultiLabel,log_loss,200,1,0.8217716115261473,0.42165242165242167,0.4444444444444444,0.603835662423231,0.5626228258743378,0.6325530756668482,0.7250470809792844,0.27106227106227104,0.2946859903381642,0.47701149425287354,0.4302651141265732,0.47701149425287354,0.9482758620689655,0.9487179487179487,0.9037037037037037,0.9332248079572694,0.9335658381635392,0.938610662358643,0.733085808580858
0,Random Forest,3,MultiLabel,log_loss,200,1,0.8230277185501066,0.4045584045584046,0.4175824175824176,0.5910778444660758,0.548389513563643,0.6223433242506812,0.7283018867924528,0.2591240875912409,0.2753623188405797,0.4688013136288998,0.4209294310747578,0.4688013136288998,0.946078431372549,0.922077922077922,0.8636363636363636,0.9126571213647422,0.9105975723622782,0.9254457050243112,0.7252475247524752
0,Random Forest,4,MultiLabel,log_loss,200,1,0.8186638388123012,0.38857142857142857,0.37988826815642457,0.5731233509245416,0.5290411785133847,0.6076502732240437,0.7269303201506592,0.2490842490842491,0.2463768115942029,0.45648604269293924,0.4074637936097037,0.45648604269293924,0.9368932038834952,0.8831168831168831,0.8292682926829268,0.8882580242395539,0.8830927932277683,0.9084967320261438,0.7194719471947195
0,Random Forest,0,MultiLabel,gini,200,0,0.8413205537806177,0.4947916666666667,0.4484629294755877,0.6299819227968873,0.5948583833076241,0.6545842217484008,0.7452830188679245,0.3467153284671533,0.30024213075060535,0.504519309778143,0.4640801593618944,0.504519309778143,0.9657701711491442,0.8636363636363636,0.8857142857142857,0.9156076863972145,0.9050402734999312,0.9317147192716236,0.7425742574257426
0,Random Forest,1,MultiLabel,gini,200,0,0.8321167883211679,0.5,0.4714285714285714,0.6349675497702778,0.6011817865832465,0.6582940868655154,0.751412429378531,0.35766423357664234,0.3188405797101449,0.5159967186218212,0.4759724142217728,0.5159967186218212,0.9322429906542056,0.8305084745762712,0.9041095890410958,0.8998209351388803,0.8889536847571908,0.9089595375722543,0.7466996699669967
0,Random Forest,2,MultiLabel,gini,200,0,0.83991683991684,0.5092838196286472,0.5034965034965035,0.651459669295579,0.617565721013997,0.673992673992674,0.7608286252354048,0.3516483516483517,0.34782608695652173,0.5287356321839081,0.48676768794675945,0.5287356321839081,0.9373549883990719,0.9230769230769231,0.9113924050632911,0.9253300119344088,0.9239414388464287,0.9292929292929293,0.7553630363036303
0,Random Forest,3,MultiLabel,gini,200,0,0.8426501035196687,0.535064935064935,0.4843205574912892,0.6516593250202055,0.6206785320252977,0.6742857142857143,0.7679245283018868,0.3759124087591241,0.3357487922705314,0.5328407224958949,0.49319524311051405,0.5328407224958949,0.9334862385321101,0.9279279279279279,0.86875,0.9102319036734569,0.910054722153346,0.917963224893918,0.7537128712871287
0,Random Forest,4,MultiLabel,gini,200,0,0.841025641025641,0.49473684210526314,0.45357142857142857,0.6317129266895926,0.5964446372341109,0.6590078328981723,0.7721280602636534,0.3443223443223443,0.30676328502415456,0.5180623973727422,0.47440456320338414,0.5180623973727422,0.9234234234234234,0.8785046728971962,0.8698630136986302,0.8951501651970487,0.8905970366730833,0.9053084648493543,0.7479372937293729
0,Random Forest,0,MultiLabel,gini,200,1,0.8413205537806177,0.4947916666666667,0.4484629294755877,0.6299819227968873,0.5948583833076241,0.6545842217484008,0.7452830188679245,0.3467153284671533,0.30024213075060535,0.504519309778143,0.4640801593618944,0.504519309778143,0.9657701711491442,0.8636363636363636,0.8857142857142857,0.9156076863972145,0.9050402734999312,0.9317147192716236,0.7425742574257426
0,Random Forest,1,MultiLabel,gini,200,1,0.8321167883211679,0.5,0.4714285714285714,0.6349675497702778,0.6011817865832465,0.6582940868655154,0.751412429378531,0.35766423357664234,0.3188405797101449,0.5159967186218212,0.4759724142217728,0.5159967186218212,0.9322429906542056,0.8305084745762712,0.9041095890410958,0.8998209351388803,0.8889536847571908,0.9089595375722543,0.7466996699669967
0,Random Forest,2,MultiLabel,gini,200,1,0.83991683991684,0.5092838196286472,0.5034965034965035,0.651459669295579,0.617565721013997,0.673992673992674,0.7608286252354048,0.3516483516483517,0.34782608695652173,0.5287356321839081,0.48676768794675945,0.5287356321839081,0.9373549883990719,0.9230769230769231,0.9113924050632911,0.9253300119344088,0.9239414388464287,0.9292929292929293,0.7553630363036303
0,Random Forest,3,MultiLabel,gini,200,1,0.8426501035196687,0.535064935064935,0.4843205574912892,0.6516593250202055,0.6206785320252977,0.6742857142857143,0.7679245283018868,0.3759124087591241,0.3357487922705314,0.5328407224958949,0.49319524311051405,0.5328407224958949,0.9334862385321101,0.9279279279279279,0.86875,0.9102319036734569,0.910054722153346,0.917963224893918,0.7537128712871287
0,Random Forest,4,MultiLabel,gini,200,1,0.841025641025641,0.49473684210526314,0.45357142857142857,0.6317129266895926,0.5964446372341109,0.6590078328981723,0.7721280602636534,0.3443223443223443,0.30676328502415456,0.5180623973727422,0.47440456320338414,0.5180623973727422,0.9234234234234234,0.8785046728971962,0.8698630136986302,0.8951501651970487,0.8905970366730833,0.9053084648493543,0.7479372937293729
0,Random Forest,0,MultiLabel,entropy,200,0,0.8100987925356751,0.3333333333333333,0.40370370370370373,0.5648441438018659,0.515711943190904,0.5967651979921919,0.6962264150943396,0.20802919708029197,0.2639225181598063,0.4396055875102712,0.3893927101114793,0.4396055875102712,0.968503937007874,0.8382352941176471,0.8582677165354331,0.9017650978895173,0.888335649220318,0.9288194444444444,0.7120462046204621
0,Random Forest,1,MultiLabel,entropy,200,0,0.810752688172043,0.39316239316239315,0.4044943820224719,0.5789145589033257,0.5361364877856359,0.6104683195592286,0.7099811676082862,0.2518248175182482,0.2608695652173913,0.45447087776866285,0.40755851678130856,0.45447087776866285,0.9448621553884712,0.8961038961038961,0.9,0.9186663429399063,0.9136553504974557,0.9295302013422819,0.7227722772277227
0,Random Forest,2,MultiLabel,entropy,200,0,0.8217716115261473,0.42165242165242167,0.4444444444444444,0.603835662423231,0.5626228258743378,0.6325530756668482,0.7250470809792844,0.27106227106227104,0.2946859903381642,0.47701149425287354,0.4302651141265732,0.47701149425287354,0.9482758620689655,0.9487179487179487,0.9037037037037037,0.9332248079572694,0.9335658381635392,0.938610662358643,0.733085808580858
0,Random Forest,3,MultiLabel,entropy,200,0,0.8230277185501066,0.4045584045584046,0.4175824175824176,0.5910778444660758,0.548389513563643,0.6223433242506812,0.7283018867924528,0.2591240875912409,0.2753623188405797,0.4688013136288998,0.4209294310747578,0.4688013136288998,0.946078431372549,0.922077922077922,0.8636363636363636,0.9126571213647422,0.9105975723622782,0.9254457050243112,0.7252475247524752
0,Random Forest,4,MultiLabel,entropy,200,0,0.8186638388123012,0.38857142857142857,0.37988826815642457,0.5731233509245416,0.5290411785133847,0.6076502732240437,0.7269303201506592,0.2490842490842491,0.2463768115942029,0.45648604269293924,0.4074637936097037,0.45648604269293924,0.9368932038834952,0.8831168831168831,0.8292682926829268,0.8882580242395539,0.8830927932277683,0.9084967320261438,0.7194719471947195
0,Random Forest,0,MultiLabel,entropy,200,1,0.8100987925356751,0.3333333333333333,0.40370370370370373,0.5648441438018659,0.515711943190904,0.5967651979921919,0.6962264150943396,0.20802919708029197,0.2639225181598063,0.4396055875102712,0.3893927101114793,0.4396055875102712,0.968503937007874,0.8382352941176471,0.8582677165354331,0.9017650978895173,0.888335649220318,0.9288194444444444,0.7120462046204621
0,Random Forest,1,MultiLabel,entropy,200,1,0.810752688172043,0.39316239316239315,0.4044943820224719,0.5789145589033257,0.5361364877856359,0.6104683195592286,0.7099811676082862,0.2518248175182482,0.2608695652173913,0.45447087776866285,0.40755851678130856,0.45447087776866285,0.9448621553884712,0.8961038961038961,0.9,0.9186663429399063,0.9136553504974557,0.9295302013422819,0.7227722772277227
0,Random Forest,2,MultiLabel,entropy,200,1,0.8217716115261473,0.42165242165242167,0.4444444444444444,0.603835662423231,0.5626228258743378,0.6325530756668482,0.7250470809792844,0.27106227106227104,0.2946859903381642,0.47701149425287354,0.4302651141265732,0.47701149425287354,0.9482758620689655,0.9487179487179487,0.9037037037037037,0.9332248079572694,0.9335658381635392,0.938610662358643,0.733085808580858
0,Random Forest,3,MultiLabel,entropy,200,1,0.8230277185501066,0.4045584045584046,0.4175824175824176,0.5910778444660758,0.548389513563643,0.6223433242506812,0.7283018867924528,0.2591240875912409,0.2753623188405797,0.4688013136288998,0.4209294310747578,0.4688013136288998,0.946078431372549,0.922077922077922,0.8636363636363636,0.9126571213647422,0.9105975723622782,0.9254457050243112,0.7252475247524752
0,Random Forest,4,MultiLabel,entropy,200,1,0.8186638388123012,0.38857142857142857,0.37988826815642457,0.5731233509245416,0.5290411785133847,0.6076502732240437,0.7269303201506592,0.2490842490842491,0.2463768115942029,0.45648604269293924,0.4074637936097037,0.45648604269293924,0.9368932038834952,0.8831168831168831,0.8292682926829268,0.8882580242395539,0.8830927932277683,0.9084967320261438,0.7194719471947195
0,Random Forest,0,MultiLabel,log_loss,300,0,0.8109289617486338,0.33819241982507287,0.39626168224299063,0.5637741557314717,0.5151276879388992,0.5967651979921919,0.7,0.2116788321167883,0.2566585956416465,0.4396055875102712,0.3894458092528115,0.4396055875102712,0.9636363636363636,0.8405797101449275,0.8688524590163934,0.9037651428765434,0.8910228442658948,0.9288194444444444,0.7120462046204621
0,Random Forest,1,MultiLabel,log_loss,300,0,0.8115631691648822,0.4090909090909091,0.3977485928705441,0.5805569067808587,0.5394675570421118,0.6124244090159429,0.7137476459510358,0.26277372262773724,0.2560386473429952,0.45693191140278916,0.4108533386405894,0.45693191140278916,0.9404466501240695,0.9230769230769231,0.8907563025210085,0.9196664129472152,0.9180932919073337,0.9283333333333333,0.7231848184818482
0,Random Forest,2,MultiLabel,log_loss,300,0,0.8213903743315508,0.42735042735042733,0.4537205081669691,0.6080995450064413,0.5674871032829824,0.6358192705498095,0.7231638418079096,0.27472527472527475,0.30193236714975846,0.4794745484400657,0.43327382789431423,0.4794745484400657,0.9504950495049505,0.9615384615384616,0.9124087591240876,0.9400247106440894,0.9414807567225,0.9434571890145396,0.7351485148514851
0,Random Forest,3,MultiLabel,log_loss,300,0,0.8230277185501066,0.4057142857142857,0.40515653775322286,0.5871142953588712,0.5446328473392051,0.6193336974330966,0.7283018867924528,0.2591240875912409,0.26570048309178745,0.46551724137931033,0.4177088191584937,0.46551724137931033,0.946078431372549,0.9342105263157895,0.8527131782945736,0.9116736524235884,0.911000711994304,0.9249592169657422,0.724009900990099
0,Random Forest,4,MultiLabel,log_loss,300,0,0.8202959830866807,0.3815028901734104,0.38817005545286504,0.5750655656763995,0.5299896429043187,0.6099290780141844,0.7306967984934086,0.24175824175824176,0.2536231884057971,0.45894909688013136,0.4086927428858158,0.45894909688013136,0.9349397590361446,0.9041095890410958,0.8267716535433071,0.8912630496086544,0.8886070005401825,0.9089430894308943,0.7211221122112211
0,Random Forest,0,MultiLabel,log_loss,300,1,0.8109289617486338,0.33819241982507287,0.39626168224299063,0.5637741557314717,0.5151276879388992,0.5967651979921919,0.7,0.2116788321167883,0.2566585956416465,0.4396055875102712,0.3894458092528115,0.4396055875102712,0.9636363636363636,0.8405797101449275,0.8688524590163934,0.9037651428765434,0.8910228442658948,0.9288194444444444,0.7120462046204621
0,Random Forest,1,MultiLabel,log_loss,300,1,0.8115631691648822,0.4090909090909091,0.3977485928705441,0.5805569067808587,0.5394675570421118,0.6124244090159429,0.7137476459510358,0.26277372262773724,0.2560386473429952,0.45693191140278916,0.4108533386405894,0.45693191140278916,0.9404466501240695,0.9230769230769231,0.8907563025210085,0.9196664129472152,0.9180932919073337,0.9283333333333333,0.7231848184818482
0,Random Forest,2,MultiLabel,log_loss,300,1,0.8213903743315508,0.42735042735042733,0.4537205081669691,0.6080995450064413,0.5674871032829824,0.6358192705498095,0.7231638418079096,0.27472527472527475,0.30193236714975846,0.4794745484400657,0.43327382789431423,0.4794745484400657,0.9504950495049505,0.9615384615384616,0.9124087591240876,0.9400247106440894,0.9414807567225,0.9434571890145396,0.7351485148514851
0,Random Forest,3,MultiLabel,log_loss,300,1,0.8230277185501066,0.4057142857142857,0.40515653775322286,0.5871142953588712,0.5446328473392051,0.6193336974330966,0.7283018867924528,0.2591240875912409,0.26570048309178745,0.46551724137931033,0.4177088191584937,0.46551724137931033,0.946078431372549,0.9342105263157895,0.8527131782945736,0.9116736524235884,0.911000711994304,0.9249592169657422,0.724009900990099
0,Random Forest,4,MultiLabel,log_loss,300,1,0.8202959830866807,0.3815028901734104,0.38817005545286504,0.5750655656763995,0.5299896429043187,0.6099290780141844,0.7306967984934086,0.24175824175824176,0.2536231884057971,0.45894909688013136,0.4086927428858158,0.45894909688013136,0.9349397590361446,0.9041095890410958,0.8267716535433071,0.8912630496086544,0.8886070005401825,0.9089430894308943,0.7211221122112211
